Adduct,AllGroups,Analog:Adduct,Analog:Compound_Name,Analog:Compound_Source,Analog:Data_Collector,Analog:GNPSLibraryURL,Analog:IIN Best Ion=Library Adduct,Analog:INCHI,Analog:Instrument,Analog:Ion_Source,Analog:IonMode,Analog:Library_Class,Analog:MassDiff,Analog:MQScore,Analog:MZErrorPPM,Analog:PI,Analog:SharedPeaks,Analog:Smiles,Analog:SpectrumID,Analog:tags,Annotated Adduct Features ID,ATTRIBUTE_control,ATTRIBUTE_culture,ATTRIBUTE_media,ATTRIBUTE_number,ATTRIBUTE_sample,Best Ion,charge,ClassyFire#all classifications,ClassyFire#class,ClassyFire#class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#superclass,ClassyFire#superclass probability,cluster index,componentindex,Compound_Name,Compound_Source,Correlated Features Group ID,Data_Collector,DefaultGroups,featureId,G1,G2,G3,G4,G5,G6,GNPSGROUP:1,GNPSGROUP:1910,GNPSGROUP:19197,GNPSGROUP:2,GNPSGROUP:3,GNPSGROUP:7806,GNPSGROUP:A,GNPSGROUP:blank,GNPSGROUP:control,GNPSGROUP:N,GNPSGROUP:spentmedia,GNPSGROUP:U,GNPSLibraryURL,GNPSLinkout_Cluster,GNPSLinkout_Network,id,IIN Best Ion=Library Adduct,INCHI,Instrument,Ion_Source,IonMode,LE-197_1-U2,LE19-10_1-A1,LE19-10_1-A2,LE19-10_1-A3,LE19-10_1-N1,LE19-10_1-N2,LE19-10_1-N3,LE19-10_1-U1,LE19-10_1-U2,LE19-10_1-U3,LE19-197_1-A1,LE19-197_1-A2,LE19-197_1-A3,LE19-197_1-N1,LE19-197_1-N2,LE19-197_1-N3,LE19-197_1-U1,LE19-197_1-U3,Library_Class,MassDiff,molecularFormula,MQScore,MZErrorPPM,name,neutral M mass,NODE_TYPE,NPC#class,NPC#class Probability,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,number of spectra,p,p-corrected,parent mass,PCC-7806-A1,PCC-7806-N1,PCC-7806-U1,PCC7806-A2,PCC7806-A3,PCC7806-N2,PCC7806-N3,PCC7806-U2,PCC7806-U3,PI,precursor mass,precursorFormula,RTConsensus,RTMean,selected,shared name,SharedPeaks,significant,Smiles,SpectrumID,statistic,stats_significant,sum(precursor intensity),tags,Total peak area,UniqueFileSources
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,19197,"N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Thioethers; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Sulfenyl compounds; Dialkylthioethers; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",5'-deoxyribonucleosides,0.9999934434890750,,,5'-deoxy-5'-thionucleosides,0.9944629073143010,5'-deoxy-5'-thionucleosides,0.9944629073143010,"Nucleosides, nucleotides, and analogues",0.9905951023101810,405,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,99473.17777777780,0.0,336821.46644444400,122080.9008888890,115267.38777777800,0.0,36117.029,0.0,0.0,42546.9448,106364.67361403500,224475.34600000000,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""405"",""main.cluster index_upperinput"":""405""}",This Node is a Singleton,341_testrun_sirius_405,,,,,,3.32621344448182,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,0.0168402514289446,0.68856570224739,-0.0450999636278674,0.403619918750777,-0.396852937567288,0.360229339775484,2.11066235560662,2.4732820827609,,,C17H19N5O5S,,,405,0.0,Feature Node,Purine nucleos(t)ides,0.9889623522758480,Carbohydrates,0.963621199131012,Nucleosides,0.9837738275527950,9,0.61859447,1.0,406.1175,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,-0.496525566325377,,406.1175,C17H19N5O5S,5.2947,5.2947,FALSE,405,,FALSE,,,0.9606107,,3031393.1980000000,,336821,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,Coumarins and derivatives,0.508171558380127,,,Coumarins and derivatives,0.508171558380127,,,Phenylpropanoids and polyketides,0.6815005540847780,339,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,57728.98653333330,1113.7690888888900,215433.50111555600,87987.84298222220,71572.65327777780,742.212588888889,16105.726750000000,0.0,0.0,1883.827764,68617.73140842110,177570.98,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""339"",""main.cluster index_upperinput"":""339""}",This Node is a Singleton,277_testrun_sirius_339,,,,,,3.69568105382903,-0.389524533154794,-0.386638357495007,-0.389524533154794,-0.377610179960101,-0.383963109809598,-0.361647538841502,-0.389524533154794,-0.389524533154794,-0.389524533154794,0.0886242361440264,-0.17657144123362,0.0831152538203547,-0.370964845802347,-0.387124145860928,-0.389524533154794,1.69864450890831,2.70054206457071,,,C14H14O4,,,339,0.0,Feature Node,Kavalactones and derivatives,0.537078857421875,Shikimates and Phenylpropanoids,0.9371099472045900,Styrylpyrones,0.4653458893299100,15,0.34270898,1.0,264.1228,-0.389524533154794,-0.381600734412223,-0.389524533154794,-0.389524533154794,-0.389524533154794,-0.380983304159033,-0.385209061840546,-0.389524533154794,-0.389524533154794,,264.1228,C14H17NO4,3.1315,3.1315,FALSE,339,,FALSE,,,2.1417472,,1955605.3451400000,,217289,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Organonitrogen compounds; Organooxygen compounds; Guanidines; Alkanolamines; Carboximidamides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Organonitrogen compounds,0.9999791383743290,,,Guanidines,0.9996675252914430,Guanidines,0.9996675252914430,Organic nitrogen compounds,0.9999924898147580,569,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,459886.62888888900,210043.81555555600,153027.81766666700,466559.6383333330,422926.94711111100,986301.5811111110,404738.2504,0.0,0.0,286514.1965,426117.85715789500,523183.446,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""569"",""main.cluster index_upperinput"":""569""}",This Node is a Singleton,457_testrun_sirius_569,,,,,,-0.424151998183798,-0.221048807998179,-0.183191745837988,-0.43497548073903,-0.632269154801589,-0.88258231574019,-0.711671879922408,-0.447910985154247,-0.38694559106862,-0.488466473645997,-0.625074504232548,-0.743513835926688,-0.661249059284442,-0.615478721141809,-0.869613527034463,-0.952637015322572,-0.608360757315367,-0.585666977115565,,,C5H13N3O,,,569,0.0,Feature Node,Polyamines,0.3051108121871950,Alkaloids,0.919450044631958,Ornithine alkaloids,0.24522240459919000,27,0.09427379,1.0,132.1131,2.09373511540769,-0.0836687193463891,1.82671107243335,1.78331789082749,2.07003358541199,-0.187114375763442,-0.152517498542013,1.61729085424741,1.50702090578942,,132.1131,C5H13N3O,9.8376,9.8376,FALSE,569,,FALSE,,,4.723104,,1.2144358929E+07,,1349373,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910",N,"2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Organooxygen compounds,0.9780062437057500,Alkyl aryl ethers,0.5491376519203190,Alkyl aryl ethers,0.5491376519203190,Ethers,0.421375036239624,Organic oxygen compounds,0.9999998807907100,433,51,,,114.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,29889.981444444400,10956.27788888890,15441.07811111110,198594.22622222200,66838.97388888890,268925.8255555560,0.0,0.0,0.0,265790.86340000000,93259.95207017540,0.0,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""433"",""main.cluster index_upperinput"":""433""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=36567cda770c411aa0815b3fa7203a3e&show=true,367_testrun_sirius_433,,,,,,-0.327605800497103,-0.327605800497103,-0.327605800497103,-0.327605800497103,0.0273377928885103,-0.204242538201826,-0.282341105585765,-0.327605800497103,-0.327605800497103,-0.327605800497103,-0.327605800497103,-0.327605800497103,-0.327605800497103,-0.114612619734533,0.0692004828566876,-0.186771287616576,-0.327605800497103,-0.327605800497103,,,C8H12N2O2,,,433,0.0,Feature Node,Pyridine alkaloids,0.6031994819641110,Alkaloids,0.8917684555053710,Nicotinic acid alkaloids,0.6246362924575810,9,1.2920056E-04,0.04457419381651560,186.1236,-0.327605800497103,0.297067626676885,-0.327605800497103,-0.327605800497103,-0.327605800497103,4.72912431221988,1.5621417454446,-0.327605800497103,-0.327605800497103,,186.1236,C8H15N3O2,6.5477,6.5477,FALSE,433,,TRUE,,,17.908289,,2657908.634,,295323,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Hydropyrimidines; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Diazines,0.9623858332633970,Aminopyrimidines and derivatives,0.677032470703125,Aminopyrimidines and derivatives,0.677032470703125,Pyrimidines and pyrimidine derivatives,0.7622220516204830,Organoheterocyclic compounds,0.9997592568397520,372,-1,,,111.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,439975.4766666670,218040.1822222220,888860.9744444440,530733.0144444440,464468.8122222220,328276.14666666700,363812.16566,949.7563666666670,2038.4217416666700,262000.19205,453340.2700105260,666567.60835,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""372"",""main.cluster index_upperinput"":""372""}",This Node is a Singleton,310_testrun_sirius_372,,,,,,3.60254398283715,-0.460478462186143,-0.336526324657342,-0.419015592857685,-0.280993977693666,-0.674957985357605,-0.653446003666713,-0.721969039776853,-0.638348870984739,-0.665879212805991,1.06670858145282,0.217133470761395,0.652977197761439,0.167067000731098,-0.290102727815813,-0.746001440371815,1.0458266251288,2.39821187967123,,,C4H5N3O,,,372,0.0,Feature Node,Imidazole alkaloids,0.250783771276474,Alkaloids,0.9904610514640810,Pseudoalkaloids,0.4552563428878780,33,0.505332,1.0,112.0508,-0.0258528459074434,-0.803660326938411,-0.260131487011544,-0.0283607320333481,0.0766843265843985,-0.706457826810983,-0.702273512852144,-0.502823428346462,-0.309873266853639,,112.0508,C4H5N3O,4.2027,4.2027,FALSE,372,,FALSE,,,1.3650794,,1.29266489297E+07,,1435177,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,1910,N,"2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Androgens and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; 2,5-dioxopiperazines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Steroids and steroid derivatives,0.052004728466272400,Androgens and derivatives,0.5455275177955630,Androgens and derivatives,0.5455275177955630,Androstane steroids,0.10817763954401000,Lipids and lipid-like molecules,0.8412452936172490,448,32,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,271656.97777777800,628200.4555555560,0.0,141657.48888888900,214885.98888888900,0.0,0.0,0.0,0.0,565380.4100000000,198379.09122807000,0.0,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""448"",""main.cluster index_upperinput"":""448""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=36567cda770c411aa0815b3fa7203a3e&show=true,382_testrun_sirius_448,,,,,,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,3.95383344288292,1.62200595898532,2.45894152421947,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,,,C22H35N3O3,,,448,0.0,Feature Node,Quinolizidine alkaloids,0.29591917991638200,Terpenoids,0.3293503522872930,Sesquiterpenoids,0.2880386412143710,3,0.67936456,1.0,407.3012,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,-0.334782538586988,,407.3012,C22H38N4O3,7.4286,7.4286,FALSE,448,,FALSE,,,0.77319485,,5653804.1,,628200,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,"Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Secondary amines; Alkanolamines; Aromatic alcohols; Phenylalkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9590980410575870,Amino acids and derivatives,0.9415555000305180,Amino acids and derivatives,0.9415555000305180,"Amino acids, peptides, and analogues",0.9449508190155030,Organic acids and derivatives,0.9136808514595030,223,-1,,,105.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,453030.12693333300,776613.0602222220,197609.0324,525938.42,579271.6589444440,584018.1132555560,800918.07609,0.0,372.230225,17082.53529,492101.97590701800,584564.466,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""223"",""main.cluster index_upperinput"":""223""}",This Node is a Singleton,170_testrun_sirius_223,,,,,,-0.487606340592998,0.932024150348596,2.4728035387906,1.76401357559846,-0.880844474871873,-0.941915844470121,-0.905173465348639,0.594645228608392,0.5230579287234,1.16746358339057,-0.32967299879682,-0.389849712519972,-0.29555112100365,-0.946914085599324,-0.930691794432241,-0.945450391606701,-0.538259182573094,-0.749222932257339,,,C11H17NO5,,,223,0.0,Feature Node,Phenylethylamines,0.3549034297466280,Alkaloids,0.7818765640258790,Tyrosine alkaloids,0.18770888447761500,28,1.2920056E-04,0.04457419381651560,226.1072,1.66273977024877,-0.954832956025089,-0.407656724327635,0.578698258856282,1.50826571817961,-0.948747397800117,-0.950702256043294,0.23595224283773,0.163427682686496,,226.1072,C11H15NO4,1.923,1.923,FALSE,223,,TRUE,,,17.908289,,1.40256507738E+07,,1558240,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,1910","N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities",Carboxylic acids and derivatives,0.9999982118606570,Peptides,0.277858167886734,Gamma-glutamyl amino acids,0.7918213605880740,"Amino acids, peptides, and analogues",0.9993402361869810,Organic acids and derivatives,1.0,771,61,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,88031.94735555560,2344.913466666670,0.0,84659.72744444450,95052.58611111110,265399.34744444400,8586.4608,0.0,0.0,227827.27812,84550.81923508770,4556.0959,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""771"",""main.cluster index_upperinput"":""771""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=61&task=36567cda770c411aa0815b3fa7203a3e&show=true,604_testrun_sirius_771,,,,,,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.393222753657223,-0.406426652355806,-0.290791795652692,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,-0.406426652355806,,,C11H20N2O5,,,771,0.0,Feature Node,Dipeptides,0.9999547004699710,Amino acids and Peptides,0.9874593019485470,Small peptides,0.9962156414985660,11,0.1796808,1.0,261.1444,-0.0714873307276565,2.89537068868579,-0.292268109848336,-0.201398479177352,-0.0583910033746644,2.43472782779771,3.08086485213006,-0.311383214885422,-0.289194243597339,,261.1444,C11H20N2O5,15.8446,15.8446,FALSE,771,,FALSE,,,3.4331467,,2409698.3482,,267744,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,1910","N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9996004700660710,Amino acids and derivatives,0.9653838276863100,Alpha amino acids and derivatives,0.8953468203544620,"Amino acids, peptides, and analogues",0.9639601707458500,Organic acids and derivatives,0.9991388320922850,572,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,137646.77416666700,398794.56283333300,0.0,87274.32311111110,188759.21444444400,14885.74888888890,9594.32555,0.0,0.0,349223.844,130635.8879122810,13494.111,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""572"",""main.cluster index_upperinput"":""572""}",This Node is a Singleton,458_testrun_sirius_572,,,,,,-0.38493421136925,-0.315051973865663,-0.22541433986289,-0.206061873555779,3.08700547268542,1.48094754840124,3.52634896286665,-0.236852378264083,-0.232255077603644,-0.196583709595218,-0.38493421136925,-0.38493421136925,-0.38493421136925,-0.38493421136925,-0.38493421136925,-0.38493421136925,-0.38493421136925,-0.38493421136925,,,C6H13N3O3,,,572,0.0,Feature Node,Aminoacids,0.9805471301078800,Amino acids and Peptides,0.9981587529182430,Small peptides,0.9984784722328190,12,0.15602954,1.0,158.0924,-0.38493421136925,-0.287892970962424,-0.38493421136925,-0.38493421136925,-0.38493421136925,-0.349011649123348,-0.271164840581502,-0.38493421136925,-0.38493421136925,,158.0924,C6H11N3O2,10.058,10.058,FALSE,572,,FALSE,,,3.7154198,,3723122.8055000000,,413680,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Tertiary amines; Tertiary alkylarylamines; Tetrahydrofurans; Imidolactams; Dialkylarylamines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Purine nucleosides,0.9995501637458800,,,Purine nucleosides,0.9995501637458800,,,"Nucleosides, nucleotides, and analogues",0.9850203990936280,337,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,270626.93144444400,272780.97222222200,303539.5526666670,294707.6111111110,261887.84155555600,250901.85922222200,249192.411,0.0,0.0,91242.1807,261228.12129824600,404065.554,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""337"",""main.cluster index_upperinput"":""337""}",This Node is a Singleton,275_testrun_sirius_337,,,,,,2.34538000362797,0.851467710452468,1.68223534984193,0.726116538310253,-0.868961889257659,-1.06518060120485,-0.938446327205275,0.263219251125052,0.350343855727668,0.227773834078983,-0.475969186695776,-0.574577349966228,-0.45551250109525,-0.508677862393991,-1.0774676895779,-1.30291522624332,1.05844094339053,1.23002289851758,,,C11H17N5O5,,,337,0.0,Feature Node,Purine nucleos(t)ides,0.7941662073135380,Carbohydrates,0.8801426887512210,Nucleosides,0.864949107170105,27,6.84734E-05,0.02362332190386950,282.1194,0.712579301086561,-1.46892826615798,0.538727108297966,0.438452553572319,0.715551395206568,-1.43413599393629,-1.43492254997976,0.188013934269016,0.277370766209418,,282.1194,C11H15N5O4,3.0862,3.0862,FALSE,337,,TRUE,,,19.178131,,7445001.457,,827222,N/A
